   BENCHMARK INFORMATION
benchmark definition:    wit4java.xml
name:                    wit4java
run sets:                SV-COMP22_assert_java.ReachSafety-Java
date:                    Tue, 2022-06-14 20:06:05 BST
tool:                    wit4java 2.0
tool executable:         ./wit4java.py
options:
resource limits:
- memory:                8000.0 MB
- time:                  90 s
- cpu cores:             4
hardware requirements:
- cpu model:             Intel Xeon E3-1230 v5 @ 3.40 GHz
- cpu cores:             4
- memory:                8000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    joss-Blade-Stealth
os:                      Linux-5.4.0-117-generic-x86_64-with-glibc2.29
cpu:                     Intel Core i7-7500U CPU @ 2.70GHz
- cores:                 4
- max frequency:         3500.0 MHz
- turbo boost enabled:   True
ram:                     16676.265983999998 MB
------------------------------------------------------------



SV-COMP22_assert_java.ReachSafety-Java
Run set 1 of 1 with options '--witness ~/sv-benchmarks/java/${rundefinition_name}/${taskdef_name}/witness.graphml' and propertyfile 'None'

inputfile                                                                               status                       cpu time   wall time        host
juliet-java/CWE369_Divide_by_Zero__float_console_readLine_divide_54_bad.yml             unknown                          0.16        0.24        None
juliet-java/CWE369_Divide_by_Zero__float_console_readLine_divide_54_bad_version2.yml    unknown                          0.15        0.18        None
jdart-regression/OverapproximationString01.yml                                          unknown                          0.48        0.33        None
jdart-regression/URLDecoder02.yml                                                       unknown                          0.16        0.21        None
jdart-regression/addition01.yml                                                         false                            6.25        3.32        None
jdart-regression/array-iteration01.yml                                                  false                            6.29        3.34        None
jdart-regression/boundcheck100.yml                                                      false                            6.33        3.27        None
jdart-regression/boundcheck200.yml                                                      false                            6.23        3.38        None
jdart-regression/boundcheck30.yml                                                       false                            7.10        4.49        None
jdart-regression/double2long.yml                                                        false                            5.34        3.54        None
jdart-regression/float.yml                                                              false                            5.16        3.39        None
jdart-regression/radians.yml                                                            false                            5.11        3.26        None
jdart-regression/shifting.yml                                                           false                            6.15        3.28        None
jdart-regression/shifting2.yml                                                          false                            6.74        3.88        None
jdart-regression/shifting3.yml                                                          false                            6.53        3.66        None
securibench/Aliasing1.yml                                                               unknown                          0.50        0.38        None
securibench/Aliasing4.yml                                                               unknown                          0.51        0.38        None
securibench/Aliasing5.yml                                                               unknown                          0.52        0.37        None
securibench/Aliasing6.yml                                                               unknown                          0.51        0.36        None
securibench/Arrays1.yml                                                                 unknown                          0.50        0.39        None
securibench/Arrays10.yml                                                                unknown                          0.49        0.35        None
securibench/Arrays2.yml                                                                 unknown                          0.50        0.33        None
securibench/Arrays3.yml                                                                 unknown                          0.50        0.38        None
securibench/Arrays4.yml                                                                 unknown                          0.47        0.36        None
securibench/Arrays6.yml                                                                 unknown                          0.50        0.35        None
securibench/Arrays7.yml                                                                 unknown                          0.51        0.35        None
securibench/Arrays8.yml                                                                 unknown                          0.51        0.38        None
securibench/Arrays9.yml                                                                 unknown                          0.51        0.36        None
securibench/Basic1.yml                                                                  unknown                          0.46        0.40        None
securibench/Basic10.yml                                                                 unknown                          0.47        0.35        None
securibench/Basic11.yml                                                                 unknown                          0.15        0.20        None
securibench/Basic12.yml                                                                 unknown                          0.49        0.36        None
securibench/Basic15.yml                                                                 unknown                          0.16        0.26        None
securibench/Basic16.yml                                                                 unknown                          0.52        0.38        None
securibench/Basic17.yml                                                                 unknown                          0.51        0.38        None
securibench/Basic18.yml                                                                 unknown                          0.49        0.36        None
securibench/Basic19.yml                                                                 unknown                          0.16        0.26        None
securibench/Basic2.yml                                                                  unknown                          0.53        0.39        None
securibench/Basic20.yml                                                                 unknown                          0.16        0.19        None
securibench/Basic21.yml                                                                 unknown                          0.16        0.22        None
securibench/Basic24.yml                                                                 unknown                          0.50        0.35        None
securibench/Basic25.yml                                                                 unknown                          0.51        0.39        None
securibench/Basic26.yml                                                                 unknown                          0.48        0.38        None
securibench/Basic27.yml                                                                 unknown                          0.48        0.33        None
securibench/Basic29.yml                                                                 unknown                          0.49        0.34        None
securibench/Basic3.yml                                                                  unknown                          0.50        0.33        None
securibench/Basic30.yml                                                                 unknown                          0.49        0.34        None
securibench/Basic31.yml                                                                 unknown                          0.51        0.36        None
securibench/Basic32.yml                                                                 unknown                          0.51        0.37        None
securibench/Basic33.yml                                                                 unknown                          0.51        0.43        None
securibench/Basic34.yml                                                                 unknown                          0.50        0.31        None
securibench/Basic35.yml                                                                 unknown                          0.15        0.22        None
securibench/Basic37.yml                                                                 unknown                          0.15        0.22        None
securibench/Basic38.yml                                                                 unknown                          0.16        0.22        None
securibench/Basic39.yml                                                                 unknown                          0.16        0.18        None
securibench/Basic4.yml                                                                  unknown                          0.46        0.34        None
securibench/Basic5.yml                                                                  unknown                          0.52        0.38        None
securibench/Basic7.yml                                                                  unknown                          0.16        0.18        None
securibench/Basic9.yml                                                                  unknown                          0.48        0.33        None
securibench/Collections1.yml                                                            unknown                          0.50        0.38        None
securibench/Collections10.yml                                                           unknown                          0.51        0.33        None
securibench/Collections12.yml                                                           unknown                          0.50        0.34        None
securibench/Collections13.yml                                                           unknown                          0.50        0.37        None
securibench/Collections14.yml                                                           unknown                          0.49        0.30        None
securibench/Collections2.yml                                                            unknown                          0.51        0.38        None
securibench/Collections3.yml                                                            unknown                          0.52        0.36        None
securibench/Collections4.yml                                                            unknown                          0.47        0.34        None
securibench/Collections5.yml                                                            unknown                          0.54        0.37        None
